f_account.nm_name;f_stagehistory.f_duration;f_stagehistory.f_velocity;f_stagehistory.nm_id;f_opportunity.nm_name;f_product.nm_name;f_stage.nm_stagename
Projections;19;18;689;Projections > Educationly;Educationly;Short List
Projections;25;64;688;Projections > Educationly;Educationly;Risk Assessment
Projectline Services;\N;68;5393;Projectline Services > WonderKid;WonderKid;Closed Won
Projectline Services;\N;87;5392;Projectline Services > Educationly;Educationly;Closed Won
Promedica;33;\N;691;Promedica > Educationly;Educationly;Interest
Prommis Solutions;12;25;694;Prommis Solutions > Educationly;Educationly;Risk Assessment
Prommis Solutions;18;\N;693;Prommis Solutions > Educationly;Educationly;Interest
Prommis Solutions;27;22;692;Prommis Solutions > Educationly;Educationly;Discovery
Prommis Solutions;\N;82;5397;Prommis Solutions > PhoenixSoft;PhoenixSoft;Closed Won
Prosoft Technology Group;\N;77;5401;Prosoft Technology Group > Educationly;Educationly;Closed Won
Prospect Education;\N;119;2845;Prospect Education > Grammar Plus;Grammar Plus;Closed Lost
Prospect Education;\N;65;5402;Prospect Education > Educationly;Educationly;Closed Won
ProtoType Industries;\N;50;2846;ProtoType Industries > Educationly;Educationly;Closed Lost
Providus;\N;89;2848;Providus > Educationly;Educationly;Closed Lost
PSS-Product Support Solutions;\N;63;2851;PSS-Product Support Solutions > Educationly;Educationly;Closed Lost
Puente Construction Enterprises;\N;73;2852;Puente Construction Enterprises > Educationly;Educationly;Closed Lost
Pulse 360;\N;95;2853;Pulse 360 > Educationly;Educationly;Closed Lost
Pulse Systems;\N;107;5412;Pulse Systems > Educationly;Educationly;Closed Won
PuroClean;27;\N;698;PuroClean > Educationly;Educationly;Interest
PuroClean;\N;89;5414;PuroClean > PhoenixSoft;PhoenixSoft;Closed Won
Qosina;\N;36;5425;Qosina > Educationly;Educationly;Closed Won
Quagga;\N;60;5428;Quagga > Educationly;Educationly;Closed Won
Quaker Steak & Lube;\N;68;2858;Quaker Steak & Lube > Educationly;Educationly;Closed Lost
Quality Wine & Spirits;\N;88;5432;Quality Wine & Spirits > Educationly;Educationly;Closed Won
Quantros;16;24;700;Quantros > PhoenixSoft;PhoenixSoft;Discovery
Quantros;\N;63;5436;Quantros > Educationly;Educationly;Closed Won
Quantum Research International;\N;94;5438;Quantum Research International > Educationly;Educationly;Closed Won
Quantum Retail;\N;36;5440;Quantum Retail > Grammar Plus;Grammar Plus;Closed Won
Quantum Retail;\N;70;5439;Quantum Retail > Educationly;Educationly;Closed Won
QueBIT;26;59;702;QueBIT > Educationly;Educationly;Conviction
QueBIT;7;40;703;QueBIT > Educationly;Educationly;Short List
Quest Products;\N;56;5444;Quest Products > Grammar Plus;Grammar Plus;Closed Won
Quest Products;\N;75;5443;Quest Products > Educationly;Educationly;Closed Won
Quick Quack Car Wash;\N;102;5445;Quick Quack Car Wash > Educationly;Educationly;Closed Won
Quick Quack Car Wash;\N;86;2859;Quick Quack Car Wash > Grammar Plus;Grammar Plus;Closed Lost
Quorum Business Solutions;17;19;706;Quorum Business Solutions > Educationly;Educationly;Discovery
Quorum Business Solutions;17;45;705;Quorum Business Solutions > Educationly;Educationly;Conviction
R2C Group;\N;66;2862;R2C Group > Educationly;Educationly;Closed Lost
Rabbit Air;16;\N;710;Rabbit Air > Educationly;Educationly;Interest
Rabbit Air;\N;106;5451;Rabbit Air > Grammar Plus;Grammar Plus;Closed Won
Radiant RFID;\N;108;5453;Radiant RFID > PhoenixSoft;PhoenixSoft;Closed Won
Radiant RFID;\N;125;2865;Radiant RFID > Educationly;Educationly;Closed Lost
Radical Support;\N;64;2866;Radical Support > Educationly;Educationly;Closed Lost
Radio Flyer;26;\N;711;Radio Flyer > Educationly;Educationly;Interest
Radiometrics;20;65;712;Radiometrics > PhoenixSoft;PhoenixSoft;Conviction
Radiometrics;22;56;713;Radiometrics > PhoenixSoft;PhoenixSoft;Negotiation
Radiometrics;\N;98;5454;Radiometrics > Educationly;Educationly;Closed Won
Radius Financial Group;\N;62;5455;Radius Financial Group > Educationly;Educationly;Closed Won
RAM Technologies;29;\N;719;RAM Technologies > Educationly;Educationly;Interest
Rapid Learning Deployment;\N;118;2867;Rapid Learning Deployment > Educationly;Educationly;Closed Lost
Raven Rock Workwear;\N;106;5461;Raven Rock Workwear > Educationly;Educationly;Closed Won
Re:think Group;\N;100;2871;Re:think Group > Educationly;Educationly;Closed Lost
Re:think Group;\N;61;5466;Re:think Group > WonderKid;WonderKid;Closed Won
Reality Check Network;\N;82;5473;Reality Check Network > Educationly;Educationly;Closed Won
RealPage;10;74;6668;RealPage > PhoenixSoft;PhoenixSoft;Negotiation
RealPage;\N;80;5474;RealPage > Educationly;Educationly;Closed Won
RealPage;\N;98;2873;RealPage > PhoenixSoft;PhoenixSoft;Closed Lost
Recurrent Technologies;\N;AMC Entertainment;5478;Recurrent Technologies > Educationly;Educationly;Closed Won
Red Arrow Logistics;\N;116;2874;Red Arrow Logistics > Educationly;Educationly;Closed Lost
Red Cloud Promotions;\N;41;5480;Red Cloud Promotions > Educationly;Educationly;Closed Won
Red Door Interactive;\N;36;5482;Red Door Interactive > Grammar Plus;Grammar Plus;Closed Won
Red Door Interactive;\N;40;5481;Red Door Interactive > Educationly;Educationly;Closed Won
Red Restaurant Group;\N;75;5484;Red Restaurant Group > Educationly;Educationly;Closed Won
Reddwerks;24;19;722;Reddwerks > Educationly;Educationly;Discovery
Reddwerks;\N;45;5485;Reddwerks > Grammar Plus;Grammar Plus;Closed Won
Reliant Transportation;\N;55;5497;Reliant Transportation > Educationly;Educationly;Closed Won
Renewal Design-Build;10;21;725;Renewal Design-Build > Educationly;Educationly;Discovery
Rent-n-Roll Custom Wheels and Tires (AR);10;13;730;Rent-n-Roll Custom Wheels and Tires (AR) > Educationly;Educationly;Discovery
Rent-n-Roll Custom Wheels and Tires (IN);13;12;732;Rent-n-Roll Custom Wheels and Tires (IN) > Educationly;Educationly;Discovery
Rent-n-Roll Custom Wheels and Tires (SC);6;47;733;Rent-n-Roll Custom Wheels and Tires (SC) > Educationly;Educationly;Short List
Replico;\N;74;2885;Replico > PhoenixSoft;PhoenixSoft;Closed Lost
Replico;\N;75;5504;Replico > Educationly;Educationly;Closed Won
Rescue Social Change Group;\N;54;5506;Rescue Social Change Group > Educationly;Educationly;Closed Won
Respira Medical;5;12;734;Respira Medical > Educationly;Educationly;Discovery
Responsys;28;\N;735;Responsys > Educationly;Educationly;Interest
Retail Maintenance Service;\N;34;5515;Retail Maintenance Service > Educationly;Educationly;Closed Won
Reuseit;12;47;740;Reuseit > Educationly;Educationly;Short List
Reuseit;24;\N;739;Reuseit > Educationly;Educationly;Interest
Reuseit;5;\N;6555;Reuseit > WonderKid;WonderKid;Interest
Reuseit;\N;110;5520;Reuseit > WonderKid;WonderKid;Closed Won
RevenueMed;\N;64;5523;RevenueMed > Educationly;Educationly;Closed Won
Rice & Gardner Consultants;\N;75;2891;Rice & Gardner Consultants > WonderKid;WonderKid;Closed Lost
Rice & Gardner Consultants;\N;89;5530;Rice & Gardner Consultants > Educationly;Educationly;Closed Won
Richland;\N;74;5531;Richland > Educationly;Educationly;Closed Won
Right at Home;\N;58;5532;Right at Home > Educationly;Educationly;Closed Won
Right at Home;\N;92;5533;Right at Home > WonderKid;WonderKid;Closed Won
RightAnswers;\N;75;5534;RightAnswers > Educationly;Educationly;Closed Won
RightStaff;\N;53;2892;RightStaff > Educationly;Educationly;Closed Lost
Rinkya;\N;90;2896;Rinkya > Educationly;Educationly;Closed Lost
Road Ranger;\N;95;5541;Road Ranger > Educationly;Educationly;Closed Won
Roadrunner Transportation Services;\N;45;5542;Roadrunner Transportation Services > Educationly;Educationly;Closed Won
Rocket Direct Communications;\N;80;5546;Rocket Direct Communications > Educationly;Educationly;Closed Won
Rokkan;8;11;752;Rokkan > Educationly;Educationly;Discovery
Rothstein Kass;\N;124;2902;Rothstein Kass > Educationly;Educationly;Closed Lost
Roy Englebrecht Promotions;\N;63;5558;Roy Englebrecht Promotions > Educationly;Educationly;Closed Won
RPA Engineering;\N;97;5562;RPA Engineering > Educationly;Educationly;Closed Won
RPI;\N;46;5563;RPI > Educationly;Educationly;Closed Won
Rumors Salon and Spa;\N;98;5565;Rumors Salon and Spa > Educationly;Educationly;Closed Won
Rustic Crust;\N;84;5568;Rustic Crust > Educationly;Educationly;Closed Won
RW Armstrong;\N;110;5569;RW Armstrong > Educationly;Educationly;Closed Won
S&A Cherokee;\N;75;2905;S&A Cherokee > Educationly;Educationly;Closed Lost
S.A. Technology;\N;108;5573;S.A. Technology > Educationly;Educationly;Closed Won
S4;\N;69;5575;S4 > Educationly;Educationly;Closed Won
Saddleback Plumbing;\N;51;5578;Saddleback Plumbing > Educationly;Educationly;Closed Won
Safe Systems;\N;85;5579;Safe Systems > Educationly;Educationly;Closed Won
Safespan Platform Systems;\N;66;5581;Safespan Platform Systems > Educationly;Educationly;Closed Won
Sage Environmental Consulting;18;20;763;Sage Environmental Consulting > Educationly;Educationly;Discovery
Sagent Partners;19;111;764;Sagent Partners > PhoenixSoft;PhoenixSoft;Conviction
Sagent Partners;\N;60;5584;Sagent Partners > Educationly;Educationly;Closed Won
Sajan;20;51;765;Sajan > Educationly;Educationly;Conviction
Sajan;\N;89;5586;Sajan > PhoenixSoft;PhoenixSoft;Closed Won
Saladworks;\N;74;2910;Saladworks > Educationly;Educationly;Closed Lost
Sales Partnerships;\N;102;5588;Sales Partnerships > Educationly;Educationly;Closed Won
Sandia Office Supply;12;19;770;Sandia Office Supply > Grammar Plus;Grammar Plus;Discovery
Sandia Office Supply;\N;35;5591;Sandia Office Supply > Educationly;Educationly;Closed Won
Sansay;\N;AMC Entertainment;2914;Sansay > Educationly;Educationly;Closed Lost
Santana Sales and Marketing Group;\N;105;5593;Santana Sales and Marketing Group > Educationly;Educationly;Closed Won
Santana Sales and Marketing Group;\N;57;5594;Santana Sales and Marketing Group > PhoenixSoft;PhoenixSoft;Closed Won
Saratoga Technologies;\N;110;5597;Saratoga Technologies > Educationly;Educationly;Closed Won
Saturna Capital;11;88;772;Saturna Capital > Educationly;Educationly;Risk Assessment
Saturna Capital;31;27;773;Saturna Capital > Educationly;Educationly;Short List
Saturna Capital;\N;40;5598;Saturna Capital > PhoenixSoft;PhoenixSoft;Closed Won
Schill Landscaping and Lawn Care Services;\N;103;5611;Schill Landscaping and Lawn Care Services > Educationly;Educationly;Closed Won
School House Learning Communities;9;59;6414;School House Learning Communities > Educationly;Educationly;Conviction
School House Learning Communities;9;\N;6557;School House Learning Communities > Educationly;Educationly;Interest
School House Learning Communities;\N;107;5614;School House Learning Communities > Educationly;Educationly;Closed Won
Schoolwires;\N;85;5615;Schoolwires > Educationly;Educationly;Closed Won
Schulte Roth & Zabel;\N;40;5616;Schulte Roth & Zabel > Educationly;Educationly;Closed Won
Schumacher Group;\N;123;2921;Schumacher Group > Educationly;Educationly;Closed Lost
Schweitzer Engineering Laboratories;15;26;6770;Schweitzer Engineering Laboratories > Educationly;Educationly;Risk Assessment
Schweitzer Engineering Laboratories;9;53;6677;Schweitzer Engineering Laboratories > Educationly;Educationly;Negotiation
Schweitzer Engineering Laboratories;\N;105;5618;Schweitzer Engineering Laboratories > Educationly;Educationly;Closed Won
SciMedica Group;\N;AC Lens;5622;SciMedica Group > PhoenixSoft;PhoenixSoft;Closed Won
SciMedica Group;\N;81;5621;SciMedica Group > Educationly;Educationly;Closed Won
SciMetrika;32;15;776;SciMetrika > Educationly;Educationly;Short List
SciMetrika;\N;43;5623;SciMetrika > PhoenixSoft;PhoenixSoft;Closed Won
Scott Brown Media Group;12;\N;779;Scott Brown Media Group > Educationly;Educationly;Interest
Scott Brown Media Group;30;30;778;Scott Brown Media Group > Educationly;Educationly;Conviction
Scott Brown Media Group;\N;82;2924;Scott Brown Media Group > WonderKid;WonderKid;Closed Lost
Scrap Your Trip;\N;54;5625;Scrap Your Trip > Educationly;Educationly;Closed Won
ScreeningONE;\N;57;2926;ScreeningONE > Educationly;Educationly;Closed Lost
ScreeningONE;\N;81;5626;ScreeningONE > WonderKid;WonderKid;Closed Won
SDG;\N;42;5627;SDG > Educationly;Educationly;Closed Won
SDV Solutions;\N;48;5629;SDV Solutions > Educationly;Educationly;Closed Won
SDV Solutions;\N;74;2928;SDV Solutions > Grammar Plus;Grammar Plus;Closed Lost
Second Wind;32;\N;783;Second Wind > Educationly;Educationly;Interest
SecurAmerica;33;71;785;SecurAmerica > Educationly;Educationly;Conviction
SecurAmerica;\N;62;5636;SecurAmerica > Grammar Plus;Grammar Plus;Closed Won
SecureState;\N;34;5637;SecureState > Educationly;Educationly;Closed Won
SecureState;\N;77;5638;SecureState > PhoenixSoft;PhoenixSoft;Closed Won
Securicon;\N;47;5641;Securicon > Educationly;Educationly;Closed Won
Select Communications;\N;72;5653;Select Communications > Educationly;Educationly;Closed Won
Select Transportation;\N;94;5656;Select Transportation > Educationly;Educationly;Closed Won
Send Word Now;10;33;6415;Send Word Now > PhoenixSoft;PhoenixSoft;Conviction
Send Word Now;16;32;6771;Send Word Now > PhoenixSoft;PhoenixSoft;Risk Assessment
Send Word Now;5;17;6851;Send Word Now > PhoenixSoft;PhoenixSoft;Short List
Send Word Now;8;70;6678;Send Word Now > PhoenixSoft;PhoenixSoft;Negotiation
Send Word Now;\N;105;5660;Send Word Now > Educationly;Educationly;Closed Won
Send Word Now;\N;65;5661;Send Word Now > PhoenixSoft;PhoenixSoft;Closed Won
Senior Whole Health;\N;44;5665;Senior Whole Health > Educationly;Educationly;Closed Won
Sense Corp;\N;42;5668;Sense Corp > Educationly;Educationly;Closed Won
Sentek Global;13;\N;797;Sentek Global > Educationly;Educationly;Interest
Sentek Global;\N;74;2933;Sentek Global > Grammar Plus;Grammar Plus;Closed Lost
Sentient;\N;59;5672;Sentient > Educationly;Educationly;Closed Won
Sentry Communications & Security;17;39;799;Sentry Communications & Security > Educationly;Educationly;Conviction
SeQual Technologies;\N;124;2935;SeQual Technologies > Educationly;Educationly;Closed Lost
SeQual Technologies;\N;32;5674;SeQual Technologies > WonderKid;WonderKid;Closed Won
SeriousShops.com;\N;50;5675;SeriousShops.com > Educationly;Educationly;Closed Won
ServerCentral;\N;57;2936;ServerCentral > Educationly;Educationly;Closed Lost
Service By Medallion;\N;75;5676;Service By Medallion > Educationly;Educationly;Closed Won
Servi-Tek;\N;32;5679;Servi-Tek > Educationly;Educationly;Closed Won
SetFocus;\N;77;5681;SetFocus > Educationly;Educationly;Closed Won
SharePoint360;\N;83;2939;SharePoint360 > Grammar Plus;Grammar Plus;Closed Lost
SharePoint360;\N;85;2938;SharePoint360 > Educationly;Educationly;Closed Lost
Sharon Young;\N;109;5688;Sharon Young > Educationly;Educationly;Closed Won
Sharon Young;\N;71;5689;Sharon Young > PhoenixSoft;PhoenixSoft;Closed Won
Shook, Hardy & Bacon;\N;96;5694;Shook, Hardy & Bacon > Educationly;Educationly;Closed Won
Showdown Displays;\N;100;2944;Showdown Displays > Educationly;Educationly;Closed Lost
SIA Group;31;\N;812;SIA Group > Educationly;Educationly;Interest
Sideman & Bancroft;\N;32;5700;Sideman & Bancroft > Educationly;Educationly;Closed Won
Sidley Austin;\N;55;2945;Sidley Austin > Educationly;Educationly;Closed Lost
Signature Fencing & Flooring Systems;\N;62;5705;Signature Fencing & Flooring Systems > Educationly;Educationly;Closed Won
Signature Genomic Laboratories;30;\N;815;Signature Genomic Laboratories > Grammar Plus;Grammar Plus;Interest
Signature Genomic Laboratories;\N;89;5707;Signature Genomic Laboratories > Educationly;Educationly;Closed Won
SimonComputing;\N;59;5713;SimonComputing > Educationly;Educationly;Closed Won
SimonComputing;\N;66;2947;SimonComputing > Grammar Plus;Grammar Plus;Closed Lost
Simpson Gumpertz & Heger;\N;83;5716;Simpson Gumpertz & Heger > Educationly;Educationly;Closed Won
SkillStorm;\N;96;2952;SkillStorm > Educationly;Educationly;Closed Lost
Skinit;\N;46;5727;Skinit > Educationly;Educationly;Closed Won
Skinit;\N;84;5728;Skinit > PhoenixSoft;PhoenixSoft;Closed Won
Skire;\N;73;5730;Skire > PhoenixSoft;PhoenixSoft;Closed Won
Skire;\N;91;5729;Skire > Educationly;Educationly;Closed Won
Skoda Minotti;34;\N;822;Skoda Minotti > Educationly;Educationly;Interest
SkyBitz;\N;33;5732;SkyBitz > Educationly;Educationly;Closed Won
SmartCEO Media;\N;AMC Entertainment;5738;SmartCEO Media > Educationly;Educationly;Closed Won
SmartLinx Solutions;\N;41;5742;SmartLinx Solutions > Educationly;Educationly;Closed Won
SmartPak Equine;\N;85;5743;SmartPak Equine > Educationly;Educationly;Closed Won
SmartRevenue;\N;53;5745;SmartRevenue > Educationly;Educationly;Closed Won
Smartronix;28;59;826;Smartronix > Educationly;Educationly;Short List
SMBology;29;\N;827;SMBology > PhoenixSoft;PhoenixSoft;Interest
SMBology;\N;35;5746;SMBology > Educationly;Educationly;Closed Won
Smile Reminder;\N;72;2954;Smile Reminder > PhoenixSoft;PhoenixSoft;Closed Lost
Smile Reminder;\N;74;5747;Smile Reminder > Educationly;Educationly;Closed Won
Snow Companies;\N;73;2956;Snow Companies > PhoenixSoft;PhoenixSoft;Closed Lost
Snow Companies;\N;88;5757;Snow Companies > Educationly;Educationly;Closed Won
Social Solutions;\N;85;2958;Social Solutions > Grammar Plus;Grammar Plus;Closed Lost
Social Solutions;\N;91;5759;Social Solutions > Educationly;Educationly;Closed Won
SofterWare;\N;40;5762;SofterWare > Educationly;Educationly;Closed Won
SoftNice;\N;61;5765;SoftNice > WonderKid;WonderKid;Closed Won
SoftNice;\N;73;5764;SoftNice > Educationly;Educationly;Closed Won
Sonoma Partners;12;\N;835;Sonoma Partners > PhoenixSoft;PhoenixSoft;Interest
Sonoma Partners;\N;45;5772;Sonoma Partners > Educationly;Educationly;Closed Won
